Hotel,Preço,Checkin,Checkout,Dist_centro,Dist_praia
Roi de Sicile - Rivoli -- Luxury apartment hotel,2.139,2024-05-21,2024-05-22,450 m do centro,None
Artemisia Montmartre,1.556,2024-05-21,2024-05-22,3.2,None
Charming Parisian studio!,600.0,2024-05-21,2024-05-22,5,None
Hotel Haussmann Saint Augustin,1.606,2024-05-21,2024-05-22,3.1,None
Hotel de Nell,2.154,2024-05-21,2024-05-22,1.9,None
Lennon by Avalon Hotel Paris Gare du Nord,1.182,2024-05-21,2024-05-22,2.7,None
Les Plumes Hotel,1.439,2024-05-21,2024-05-22,2.3,None
Hotel du Champ de Mars,2.117,2024-05-21,2024-05-22,3.3,None
Warwick Paris (Former Warwick Champs-Elysees),1.973,2024-05-21,2024-05-22,3.9,None
Castex Hotel,1.345,2024-05-21,2024-05-22,1.2,None
Novotel Paris Centre Tour Eiffel,1.656,2024-05-21,2024-05-22,5,None
Hotel Sleeping Belle,1.645,2024-05-21,2024-05-22,1.7,None
Saint Georges Lafayette,1.072,2024-05-21,2024-05-22,2.8,None
Hôtel Montholon,1.079,2024-05-21,2024-05-22,2.2,None
Hôtel Wallace - Orso Hotels,1.488,2024-05-21,2024-05-22,4.1,None
Aparthotel Adagio Paris Nation,1.267,2024-05-21,2024-05-22,3.8,None
Hôtel Mansart - Esprit de France,2.263,2024-05-21,2024-05-22,2.1,None
Hôtel Rosalie,1.25,2024-05-21,2024-05-22,2.7,None
Fred'Hotel,1.11,2024-05-21,2024-05-22,3.7,None
Maison Colbert Member of Meliá Collection,2.828,2024-05-21,2024-05-22,0.6,None
Hipotel Lilas Gambetta,822.0,2024-05-21,2024-05-22,4.4,None
New Hotel Lafayette,1.584,2024-05-21,2024-05-22,2.3,None
Belambra City - Magendie,1.211,2024-05-21,2024-05-22,2.6,None
Charming 1 Bedroom Marais Hideaway - FB17A,1.127,2024-05-21,2024-05-22,0.9,None
Hôtel Augustin - Astotel,1.345,2024-05-21,2024-05-22,3.2,None
Hotel Bel Oranger Gare de Lyon,1.334,2024-05-21,2024-05-22,1.8,None
Grand Hôtel Du Palais Royal,4.445,2024-05-21,2024-05-22,1.2,None
Art Beaubourg,183.0,2024-05-21,2024-05-22,0.9,None
Quinzerie hôtel,1.784,2024-05-21,2024-05-22,5.4,None
Golden Tulip Opera de Noailles,2.352,2024-05-21,2024-05-22,1.9,None
M Social Hotel Paris Opera,2.445,2024-05-21,2024-05-22,2,None
Hôtel De La Perdrix Rouge,888.0,2024-05-21,2024-05-22,3.4,None
Le Ferdinand - Le Marais Serviced Apartments,1.431,2024-05-21,2024-05-22,0.6,None
Hotel Parister & Spa,2.139,2024-05-21,2024-05-22,2.1,None
Padam Hôtel,2.2,2024-05-21,2024-05-22,4.1,None
Grand Hôtel De L'Europe,556.0,2024-05-21,2024-05-22,2.2,None
Fraser Suites Le Claridge Champs-Elysées,2.667,2024-05-21,2024-05-22,3.7,None
Hôtel Vic Eiffel,1.35,2024-05-21,2024-05-22,3.3,None
Le Tsuba Hotel,2.119,2024-05-21,2024-05-22,4.9,None
Hôtel Elixir,1.934,2024-05-21,2024-05-22,400 m do centro,None
Cosy studio le Marais,511.0,2024-05-21,2024-05-22,1.1,None
Sinner Paris,2.889,2024-05-21,2024-05-22,0.9,None
Hôtel Gérando,1.171,2024-05-21,2024-05-22,2.9,None
YOOMA Urban Lodge Eiffel,1.734,2024-05-21,2024-05-22,5,None
Le Senat,1.94,2024-05-21,2024-05-22,1.2,None
Hotel Ekta Champs Elysées,1.789,2024-05-21,2024-05-22,4.2,None
ZE Hotel,1.2,2024-05-21,2024-05-22,2.5,None
Lord Byron,2.334,2024-05-21,2024-05-22,4,None
Hôtel Léopold - Orso Hotels,1.55,2024-05-21,2024-05-22,2.4,None
Hotel Eiffel Blomet,1.806,2024-05-21,2024-05-22,4,None
Hotel Verneuil Saint Germain,2.067,2024-05-21,2024-05-22,1.5,None
Hôtel Regina Louvre,3.434,2024-05-21,2024-05-22,1.6,None
Louvre Marsollier Opera,1.734,2024-05-21,2024-05-22,1.8,None
Alba Opéra Hôtel,1.211,2024-05-21,2024-05-22,2.7,None
Best Western Plus 61 Paris Nation Hotel,1.097,2024-05-21,2024-05-22,4.4,None
Hotel & Spa La Belle Juliette,2.439,2024-05-21,2024-05-22,2.4,None
Hôtel San Régis,3.94,2024-05-21,2024-05-22,3.3,None
ibis styles Paris Montmartre Batignolles,1.179,2024-05-21,2024-05-22,3.5,None
Hôtel Le Cardinal,1.5,2024-05-21,2024-05-22,3.2,None
Tinah Paris Champs Elysées,2.239,2024-05-21,2024-05-22,3.3,None
Best Western Allegro Nation,1.122,2024-05-21,2024-05-22,4.2,None
Hôtel B55,1.15,2024-05-21,2024-05-22,3.5,None
Hôtel du Quai de Seine,878.0,2024-05-21,2024-05-22,3.8,None
Le Relais Montmartre,1.577,2024-05-21,2024-05-22,3.5,None
Hôtel du Rond-point des Champs-Élysées - Esprit de France,1.983,2024-05-21,2024-05-22,3.4,None
Hotel Le Clos d'Alésia,972.0,2024-05-21,2024-05-22,3.9,None
Apartments WS - Haut-Marais - Carreau du Temple,1.157,2024-05-21,2024-05-22,1.4,None
Hôtel des 3 Poussins,1.345,2024-05-21,2024-05-22,2.7,None
1er Etage SoPi-Montmartre,1.334,2024-05-21,2024-05-22,2.9,None
Appart'City Classic Paris La Villette,1.056,2024-05-21,2024-05-22,4.2,None
Hyatt Regency Paris Etoile,1.322,2024-05-21,2024-05-22,5.5,None
Magda Champs Elysées,1.526,2024-05-21,2024-05-22,4.6,None
La Demeure Montaigne,3.451,2024-05-21,2024-05-22,3.7,None
Hôtel Le Relais Saint Charles,1.8,2024-05-21,2024-05-22,4.3,None
Hotel Antin Trinité,1.234,2024-05-21,2024-05-22,2.4,None
Palym,1.756,2024-05-21,2024-05-22,2,None
Les Matins de Paris & Spa,1.439,2024-05-21,2024-05-22,2.6,None
Goralska Résidences Hôtel Paris Bastille,2.55,2024-05-21,2024-05-22,1.4,None
Carladez Cambronne,1.417,2024-05-21,2024-05-22,3.9,None
Hotel de Neuville Arc de Triomphe,1.161,2024-05-21,2024-05-22,5,None
NH Paris Opéra Faubourg,1.773,2024-05-21,2024-05-22,2.2,None
Odalys City Paris Montmartre,1.367,2024-05-21,2024-05-22,3.6,None
Hotel Terminus Lyon,1.567,2024-05-21,2024-05-22,1.9,None
Hôtel Thérèse,2.981,2024-05-21,2024-05-22,1.5,None
Hôtel Avama Prony,1.1,2024-05-21,2024-05-22,5,None
Maison Armance - Esprit de France,2.676,2024-05-21,2024-05-22,2.2,None
Maison Albar - Le Vendome,2.445,2024-05-21,2024-05-22,2.1,None
Maison Axel Opéra,1.372,2024-05-21,2024-05-22,1.9,None
Too Hotel Paris - MGallery,1.853,2024-05-21,2024-05-22,4.1,None
Villa d'Estrées,2.834,2024-05-21,2024-05-22,0.7,None
The Originals City Hôtel Lecourbe Paris Tour Eiffel (Inter-Hotel),1.45,2024-05-21,2024-05-22,3.4,None
RASPAIL Cozy Flat,778.0,2024-05-21,2024-05-22,2.2,None
Ampère,1.328,2024-05-21,2024-05-22,4.9,None
Château des Fleurs - Hôtel & Spa - Paris Champs-Elysées,2.873,2024-05-21,2024-05-22,4.2,None
Terrass" Hotel,1.834,2024-05-21,2024-05-22,3.6,None
Hotel West-End,2.55,2024-05-21,2024-05-22,3.7,None
HOTEL AU COEUR DES ARTS ET METIERS,1.489,2024-05-21,2024-05-22,1.2,None
Le Citizen Hotel,1.261,2024-05-21,2024-05-22,2.1,None
Hotel Monsieur & Spa,1.976,2024-05-21,2024-05-22,2.9,None
Hôtel Duo,2.295,2024-05-21,2024-05-22,200 m do centro,None
Hôtel Bourg Tibourg,2.367,2024-05-21,2024-05-22,350 m do centro,None
Windsor Opera,1.289,2024-05-21,2024-05-22,1.9,None
Metropol,595.0,2024-05-21,2024-05-22,2.6,None
Hotel Cervantes by Happyculture,1.611,2024-05-21,2024-05-22,3.4,None
Hôtel Mercedes,1.439,2024-05-21,2024-05-22,4.7,None
Hôtel Mercure Paris Centre Gare Montparnasse,1.667,2024-05-21,2024-05-22,2.7,None
George Sand,1.661,2024-05-21,2024-05-22,2.5,None
Résidence Grands Boulevards by Studio prestige,1.225,2024-05-21,2024-05-22,1.4,None
Hôtel Du Leman,1.167,2024-05-21,2024-05-22,2,None
Hotel 34B - Astotel,1.534,2024-05-21,2024-05-22,1.9,None
Hotel Le Saint Gregoire,1.939,2024-05-21,2024-05-22,2.1,None
Hotel Odeon Saint-Germain,1.828,2024-05-21,2024-05-22,1.2,None
Hotel Louvre Sainte Anne,2.223,2024-05-21,2024-05-22,1.6,None
Splendidis by Carole,813.0,2024-05-21,2024-05-22,5.1,None
Hotel Elysees 8,1.606,2024-05-21,2024-05-22,3.1,None
Renaissance Paris Arc de Triomphe Hotel,2.792,2024-05-21,2024-05-22,4.6,None
Aparthotel Adagio Paris Centre Tour Eiffel,1.456,2024-05-21,2024-05-22,4.9,None
Parc Hotel,934.0,2024-05-21,2024-05-22,4,None
Hotel Ferney République,500.0,2024-05-21,2024-05-22,1.5,None
Mercure Paris Montparnasse Pasteur,1.391,2024-05-21,2024-05-22,3.9,None
Aparthotel Adagio Access Paris La Villette,946.0,2024-05-21,2024-05-22,5.1,None
Montparnasse Cozy Flat,778.0,2024-05-21,2024-05-22,2.8,None
Maison Malesherbes,1.526,2024-05-21,2024-05-22,3.2,None
Hotel De Suez,1.845,2024-05-21,2024-05-22,1,None
Résidence Internationale De Paris,780.0,2024-05-21,2024-05-22,4.4,None
MARQUIS Faubourg Saint-Honoré Relais & Châteaux,3.601,2024-05-21,2024-05-22,2.7,None
Hôtel Madeleine Plaza,2.2,2024-05-21,2024-05-22,2.5,None
Appart'City Collection Paris Grande Bibliothèque,1.222,2024-05-21,2024-05-22,3.8,None
hotelF1 Paris Porte de Châtillon,523.0,2024-05-21,2024-05-22,4.6,None
Hôtel Madame Rêve,3.384,2024-05-21,2024-05-22,1.1,None
HOTEL DU MONT LOUIS,429.0,2024-05-21,2024-05-22,2.3,None
Hotel Migny Opéra Montmartre,1.42,2024-05-21,2024-05-22,2.8,None
Apart hotel Louvre museum by Studio prestige,1.383,2024-05-21,2024-05-22,1.1,None
Hôtel Lumières Montmartre Paris,795.0,2024-05-21,2024-05-22,4.3,None
La Maison Montparnasse,1.2,2024-05-21,2024-05-22,3.7,None
Hotel Des Arts,306.0,2024-05-21,2024-05-22,2.4,None
Hôtel National Des Arts et Métiers,2.55,2024-05-21,2024-05-22,1,None
Hôtel Riesner,1.661,2024-05-21,2024-05-22,1.8,None
Pick A Flat's Apartments in Saint Michel - Rue Du Sommerard,1.276,2024-05-21,2024-05-22,0.9,None
Apartment near Montmartre,453.0,2024-05-21,2024-05-22,3.8,None
Apartments WS Marais - République,1.382,2024-05-21,2024-05-22,0.9,None
Hôtel Brésil Opéra SPA,1.439,2024-05-21,2024-05-22,1.8,None
Hotel la Perle Montparnasse,1.022,2024-05-21,2024-05-22,3.1,None
Château Voltaire,4.279,2024-05-21,2024-05-22,1.8,None
Hôtel Le Monna Lisa by Inwood Hotels,2.296,2024-05-21,2024-05-22,3.6,None
Westside Arc de Triomphe Hotel,1.295,2024-05-21,2024-05-22,5,None
Hôtel de Banville,1.792,2024-05-21,2024-05-22,5.3,None
Hotel Diana Paris,1.789,2024-05-21,2024-05-22,0.9,None
Hôtel Jardin Le Bréa,1.078,2024-05-21,2024-05-22,2.2,None
Citadines Montparnasse Paris,1.667,2024-05-21,2024-05-22,2.9,None
Best Western Premier The Blake Paris Gare Saint Lazare,1.755,2024-05-21,2024-05-22,3.5,None
La Clef Champs-Élysées Paris by The Crest Collection,3.073,2024-05-21,2024-05-22,4.1,None
ibis Daumesnil Porte Doree,1.371,2024-05-21,2024-05-22,4.6,None
Hôtel Gaston,1.2,2024-05-21,2024-05-22,4.7,None
Le Relais Madeleine,2.067,2024-05-21,2024-05-22,2.4,None
Hôtel La Bourdonnais by Inwood Hotels,2.746,2024-05-21,2024-05-22,3.4,None
Villa Glamour,1.434,2024-05-21,2024-05-22,5.4,None
Star Champs-Elysées,1.775,2024-05-21,2024-05-22,4.8,None
Hôtel Le Lavoisier,1.717,2024-05-21,2024-05-22,3,None
Le Grand Mazarin,3.747,2024-05-21,2024-05-22,250 m do centro,None
Hotel Excelsior,641.0,2024-05-21,2024-05-22,1.5,None
Snob Hotel,2.001,2024-05-21,2024-05-22,0.6,None
Hotel Louison,1.72,2024-05-21,2024-05-22,2.5,None
Hotel Moulin Plaza,1.1,2024-05-21,2024-05-22,3.2,None
Hôtel Hélios Opéra,1.7,2024-05-21,2024-05-22,2.5,None
Libertel Gare de L'Est Francais,1.417,2024-05-21,2024-05-22,2.2,None
HOY Paris - Yoga Hotel,1.484,2024-05-21,2024-05-22,2.8,None
Hotel Elysée Etoile,1.283,2024-05-21,2024-05-22,4.6,None
Sofitel Le Scribe Paris Opera,3.834,2024-05-21,2024-05-22,2.2,None
Virgina,1.184,2024-05-21,2024-05-22,4,None
Atelier Montparnasse Hôtel,1.122,2024-05-21,2024-05-22,3.6,None
Maison ELLE Paris,2.041,2024-05-21,2024-05-22,4.6,None
Hôtel de l'Avre,1.345,2024-05-21,2024-05-22,4.1,None
New Hotel Roblin,2.139,2024-05-21,2024-05-22,2.6,None
Chouette Hotel,1.473,2024-05-21,2024-05-22,4.3,None
BE YOU LUXURY APART'HÔTEL Paris,1.25,2024-05-21,2024-05-22,3.3,None
Nolinski Paris - Evok Collection,4.001,2024-05-21,2024-05-22,1.6,None
Hôtel du Théâtre by Patrick Hayat,1.15,2024-05-21,2024-05-22,3.7,None
ATN Hôtel,1.356,2024-05-21,2024-05-22,2.9,None
Le Pergolèse Paris Champs Elysées,2.595,2024-05-21,2024-05-22,5.2,None
Hotel Louvre Montana,3.278,2024-05-21,2024-05-22,1.7,None
Hotel Bastille,795.0,2024-05-21,2024-05-22,1.5,None
1596 - Charming flat in Paris Olympic Games 2024,1.343,2024-05-21,2024-05-22,1.3,None
Hôtel Ambre,950.0,2024-05-21,2024-05-22,3.4,None
Bradford Elysées - Astotel,2.112,2024-05-21,2024-05-22,3.6,None
Pullman Paris Centre - Bercy,1.895,2024-05-21,2024-05-22,3.9,None
Timhotel Tour Montparnasse,1.15,2024-05-21,2024-05-22,2.7,None
Timhotel Odessa Montparnasse,1.15,2024-05-21,2024-05-22,2.5,None
Hôtel Saint-Charles,1.445,2024-05-21,2024-05-22,3.3,None
Hôtel Beauregard,1.406,2024-05-21,2024-05-22,4.2,None
Novotel Paris Centre Bercy,1.828,2024-05-21,2024-05-22,3,None
Hôtel Thoumieux,2.034,2024-05-21,2024-05-22,3.2,None
Studios in New York,1.128,2024-05-21,2024-05-22,2.4,None
West Side YMCA,670.0,2024-05-21,2024-05-22,350 m do centro,None
NH Collection New York Madison Avenue,1.908,2024-05-21,2024-05-22,2,None
Margaritaville Resort Times Square,2.048,2024-05-21,2024-05-22,1.5,None
33 Seaport Hotel New York,3.229,2024-05-21,2024-05-22,6.9,None
Nap York Central Park Sleep Station,436.0,2024-05-21,2024-05-22,300 m do centro,None
Royalton New York,2.305,2024-05-21,2024-05-22,1.4,None
Pod Times Square,1.289,2024-05-21,2024-05-22,1.4,None
Pod 51,1.058,2024-05-21,2024-05-22,1.7,None
Candlewood Suites NYC -Times Square an IHG Hotel,1.131,2024-05-21,2024-05-22,1.6,None
HI New York City Hostel,488.0,2024-05-21,2024-05-22,3.7,None
Riu Plaza Manhattan Times Square,1.843,2024-05-21,2024-05-22,1,None
Park Central,1.612,2024-05-21,2024-05-22,400 m do centro,None
Hotel Edison Times Square,1.535,2024-05-21,2024-05-22,1,None
Crowne Plaza Times Square Manhattan an IHG Hotel,1.458,2024-05-21,2024-05-22,0.9,None
The Manhattan at Times Square,1.435,2024-05-21,2024-05-22,0.7,None
Pod 39,1.52,2024-05-21,2024-05-22,2.1,None
Citadines Connect Fifth Avenue New York,1.368,2024-05-21,2024-05-22,1.4,None
Hotel Belleclaire Central Park,1.483,2024-05-21,2024-05-22,1.6,None
Sheraton New York Times Square Hotel,1.874,2024-05-21,2024-05-22,0.6,None
Motto By Hilton New York City Times Square,1.607,2024-05-21,2024-05-22,1,None
Pestana CR7 Times Square,1.514,2024-05-21,2024-05-22,1.6,None
La Quinta by Wyndham Time Square South,1.61,2024-05-21,2024-05-22,1.7,None
Millennium Hotel Broadway Times Square,1.751,2024-05-21,2024-05-22,1.3,None
City Club Hotel,1.41,2024-05-21,2024-05-22,1.4,None
45 Times Square Hotel,1.745,2024-05-21,2024-05-22,1.2,None
The Belvedere Hotel,1.535,2024-05-21,2024-05-22,0.9,None
The Shelburne Sonesta New York,1.959,2024-05-21,2024-05-22,2.2,None
The New Yorker A Wyndham Hotel,1.791,2024-05-21,2024-05-22,2,None
Aliz Hotel Times Square,1.597,2024-05-21,2024-05-22,1.6,None
Riu Plaza New York Times Square,2.1,2024-05-21,2024-05-22,1,None
YOTEL New York Times Square,1.335,2024-05-21,2024-05-22,1.5,None
Executive Hotel Le Soleil New York,1.843,2024-05-21,2024-05-22,2,None
Romer Hell's Kitchen,1.791,2024-05-21,2024-05-22,0.6,None
70 Park Avenue Hotel,2.51,2024-05-21,2024-05-22,2,None
U Hotel Fifth Avenue Empire State Building,1.596,2024-05-21,2024-05-22,2.1,None
Interfaith Retreats,496.0,2024-05-21,2024-05-22,2.5,None
OYO Times Square,1.396,2024-05-21,2024-05-22,1,None
INNSiDE by Meliá New York Nomad,1.7,2024-05-21,2024-05-22,2.6,None
Renaissance New York Harlem Hotel,1.381,2024-05-21,2024-05-22,5.4,None
Doubletree By Hilton New York Times Square West,2.007,2024-05-21,2024-05-22,1.6,None
Holiday Inn Express - Times Square South an IHG Hotel,1.741,2024-05-21,2024-05-22,2,None
Heritage Hotel New York City,1.156,2024-05-21,2024-05-22,2.8,None
New York Hilton Midtown,2.108,2024-05-21,2024-05-22,0.7,None
Motto by Hilton New York City Chelsea,1.689,2024-05-21,2024-05-22,2.8,None
M Social Hotel Times Square New York,2.253,2024-05-21,2024-05-22,0.6,None
The Chelsean New York,1.586,2024-05-21,2024-05-22,2.8,None
The Jewel Hotel New York,2.202,2024-05-21,2024-05-22,1,None
Ameritania at Times Square,1.863,2024-05-21,2024-05-22,450 m do centro,None
Arthouse Hotel,1.843,2024-05-21,2024-05-22,1.6,None
Hilton New York Times Square,1.959,2024-05-21,2024-05-22,1.4,None
Kimpton Hotel Theta an IHG Hotel,2.028,2024-05-21,2024-05-22,0.9,None
Leon Hotel LES,1.247,2024-05-21,2024-05-22,5.9,None
Holiday Inn Express New York City Chelsea an IHG Hotel,1.556,2024-05-21,2024-05-22,2.4,None
The Cloud One New York-Downtown by the Motel One Group,1.997,2024-05-21,2024-05-22,7,None
Tempo By Hilton New York Times Square,2.13,2024-05-21,2024-05-22,1,None
CIVILIAN Hotel,1.945,2024-05-21,2024-05-22,0.9,None
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,1.894,2024-05-21,2024-05-22,0.7,None
Club Quarters Hotel Times Square New York,1.822,2024-05-21,2024-05-22,1.3,None
Residence Inn by Marriott New York Manhattan/Central Park,2.346,2024-05-21,2024-05-22,450 m do centro,None
Hotel Elysee by Library Hotel Collection,2.58,2024-05-21,2024-05-22,1.2,None
Hyatt Place New York City/Times Square,2.11,2024-05-21,2024-05-22,1.7,None
Aloft Harlem,1.473,2024-05-21,2024-05-22,5.2,None
Leo House,1.56,2024-05-21,2024-05-22,2.9,None
Staypineapple An Artful Hotel Midtown New York,1.922,2024-05-21,2024-05-22,1.8,None
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2.048,2024-05-21,2024-05-22,1.6,None
Distrikt Hotel New York City Tapestry Collection by Hilton,1.587,2024-05-21,2024-05-22,1.6,None
Club Quarters Hotel Grand Central New York,2.099,2024-05-21,2024-05-22,1.8,None
Home2 Suites By Hilton New York Times Square,1.945,2024-05-21,2024-05-22,1,None
Hotel Richland LES,1.317,2024-05-21,2024-05-22,6,None
The Pearl Hotel,2.202,2024-05-21,2024-05-22,0.8,None
The Gregorian New York City,1.791,2024-05-21,2024-05-22,2.1,None
The Herald by LuxUrban,1.91,2024-05-21,2024-05-22,2,None
Millennium Hilton New York One UN Plaza,1.723,2024-05-21,2024-05-22,2.2,None
The Knickerbocker,2.644,2024-05-21,2024-05-22,1.4,None
SoHo 54,1.586,2024-05-21,2024-05-22,5.3,None
Eurostars Wall Street,1.437,2024-05-21,2024-05-22,7.3,None
Freehand New York,1.705,2024-05-21,2024-05-22,3.1,None
Hampton Inn Manhattan Grand Central,2.07,2024-05-21,2024-05-22,2.1,None
Graduate New York,1.689,2024-05-21,2024-05-22,2.6,None
The Gardens Sonesta ES Suites New York,2.952,2024-05-21,2024-05-22,1.6,None
Hyatt Place NYC Chelsea,2.705,2024-05-21,2024-05-22,2.8,None
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,2.351,2024-05-21,2024-05-22,1.9,None
Hampton Inn Madison Square Garden,1.897,2024-05-21,2024-05-22,2.3,None
Madison LES Hotel,1.197,2024-05-21,2024-05-22,6.3,None
The Manhattan Club,2.584,2024-05-21,2024-05-22,350 m do centro,None
Hilton Garden Inn New York/Midtown Park Avenue,2.314,2024-05-21,2024-05-22,2.4,None
The Moore,2.241,2024-05-21,2024-05-22,3,None
DoubleTree by Hilton Hotel New York City - Chelsea,2.074,2024-05-21,2024-05-22,2.5,None
The Flat NYC,1.581,2024-05-21,2024-05-22,2.9,None
Wingate by Wyndham New York Midtown South/5th Ave,2.214,2024-05-21,2024-05-22,1.9,None
Wyndham Garden Chinatown,1.497,2024-05-21,2024-05-22,5.8,None
LUMA Hotel - Times Square,2.849,2024-05-21,2024-05-22,1.5,None
Hyatt Grand Central New York,2.33,2024-05-21,2024-05-22,1.9,None
Radio Hotel,1.36,2024-05-21,2024-05-22,9.8,None
Ace Hotel New York,1.791,2024-05-21,2024-05-22,2.5,None
WestHouse Hotel New York,3.091,2024-05-21,2024-05-22,400 m do centro,None
Hyatt Place New York/Midtown-South,2.253,2024-05-21,2024-05-22,2,None
Michelangelo Hotel,2.638,2024-05-21,2024-05-22,0.7,None
Element Times Square West,2.048,2024-05-21,2024-05-22,1.6,None
Delta Hotels by Marriott New York Times Square,2.099,2024-05-21,2024-05-22,1.6,None
Warwick New York,2.952,2024-05-21,2024-05-22,0.7,None
Hilton Garden Inn New York - Times Square Central,2.118,2024-05-21,2024-05-22,1.5,None
Park Lane New York,3.325,2024-05-21,2024-05-22,0.6,None
Hotel Shocard Broadway Times Square,1.797,2024-05-21,2024-05-22,1.5,None
Shoreham Hotel,1.963,2024-05-21,2024-05-22,0.8,None
HGU New York,2.028,2024-05-21,2024-05-22,2.4,None
Hotel Beacon,2.26,2024-05-21,2024-05-22,1.4,None
Park Terrace Hotel,3.126,2024-05-21,2024-05-22,1.7,None
MADE Hotel,2.19,2024-05-21,2024-05-22,2.5,None
Hotel Boutique at Grand Central,2.099,2024-05-21,2024-05-22,1.8,None
Royalton Park Avenue,2.946,2024-05-21,2024-05-22,2.7,None
Millennium Premier New York Times Square,2.046,2024-05-21,2024-05-22,1.2,None
Renaissance New York Midtown Hotel,2.715,2024-05-21,2024-05-22,2,None
The Hotel at Fifth Avenue,2.028,2024-05-21,2024-05-22,2.3,None
Casablanca Hotel by Library Hotel Collection,2.482,2024-05-21,2024-05-22,1.3,None
The Time New York part of JdV by Hyatt,2.028,2024-05-21,2024-05-22,0.8,None
San Carlos Hotel New York,2.701,2024-05-21,2024-05-22,1.6,None
Renaissance New York Times Square Hotel by Marriott,2.977,2024-05-21,2024-05-22,1,None
SpringHill Suites by Marriott New York Manhattan/Times Square South,2.615,2024-05-21,2024-05-22,1.9,None
InterContinental New York Times Square an IHG Hotel,2.869,2024-05-21,2024-05-22,1.2,None
Residence Inn by Marriott New York Manhattan/Times Square,2.613,2024-05-21,2024-05-22,1.7,None
Hotel Hayden New York,1.843,2024-05-21,2024-05-22,2.5,None
Four Points by Sheraton Midtown - Times Square,2.253,2024-05-21,2024-05-22,1.6,None
TRYP by Wyndham New York City Times Square - Midtown,1.843,2024-05-21,2024-05-22,1.9,None
EVEN Hotel New York - Times Square South an IHG Hotel,2.259,2024-05-21,2024-05-22,1.9,None
citizenM New York Bowery,2.372,2024-05-21,2024-05-22,5.4,None
Tuscany by LuxUrban,2.341,2024-05-21,2024-05-22,2.1,None
The Muse New York,2.767,2024-05-21,2024-05-22,1.1,None
Fairfield Inn by Marriott New York Manhattan/Financial District,1.997,2024-05-21,2024-05-22,7.2,None
Hotel on Rivington,1.74,2024-05-21,2024-05-22,5.4,None
voco Times Square South New York an IHG Hotel,2.048,2024-05-21,2024-05-22,1.8,None
The Historic Blue Angel Hotel Lexington Ave Ascend Hotel Collection,2.823,2024-05-21,2024-05-22,1.5,None
Trump International New York,4.232,2024-05-21,2024-05-22,100 m do centro,None
The Marmara Park Avenue,2.869,2024-05-21,2024-05-22,2.5,None
New York Marriott Marquis,3.383,2024-05-21,2024-05-22,1.1,None
Homewood Suites Midtown Manhattan Times Square South,2.711,2024-05-21,2024-05-22,1.8,None
Roomza Times Square at Pestana CR7,2.248,2024-05-21,2024-05-22,1.6,None
Hampton Inn Manhattan/Downtown- Financial District,1.834,2024-05-21,2024-05-22,7.7,None
UNTITLED 3 Freeman Alley,2.112,2024-05-21,2024-05-22,5.2,None
The Beekman Tower Trademark Collection by Wyndham,2.864,2024-05-21,2024-05-22,2.1,None
Hyatt Centric Times Square New York,3.382,2024-05-21,2024-05-22,1.2,None
Archer Hotel New York,2.921,2024-05-21,2024-05-22,1.8,None
Hotel Indigo NYC Financial District an IHG Hotel,2.305,2024-05-21,2024-05-22,7.2,None
NYC Empire Apartments,1.295,2024-05-21,2024-05-22,2.4,None
voco The Franklin New York an IHG Hotel,2.279,2024-05-21,2024-05-22,2.6,None
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,2.726,2024-05-21,2024-05-22,6.9,None
The Renwick,2.305,2024-05-21,2024-05-22,2,None
KAMA CENTRAL PARK,387.0,2024-05-21,2024-05-22,3.8,None
Hilton Garden Inn New York Manhattan Midtown East,2.684,2024-05-21,2024-05-22,1.6,None
